1876	740077777777671	AFRI
1086	740737607760731	LAM4-LAM5
936	740737677760731	T2-T3
206	740777607760771	LAM9
909	740777676000011	U
1843	740777777760731	T2
1284	741703777760771	T1
1146	741737607560771	T3-OSA
553	741737777760731	T2-T3
627	741737777760771	T3-OSA
890	741774047560771	T1
391	743777607760731	LAM4
1639	743777607760771	LAM9
77	743777777760771	T1
1894	747777607760771	LAM9
712	747777777760731	T2
1566	747777777760771	T1
1700	753777776760771	T1
1925	754100777677761	U
1220	754377607760700	LAM9
143	757400004020771	H1
1649	757677777413731	EAI1_SOM
554	757700777760771	T1
1361	757737777760731	T2-T3
1813	757767774020771	H1
1865	757767777413631	EAI5
1221	757767777760771	T1
555	757776777760571	X1
1270	757776777760601	X2
1061	757776777760771	X1
1757	757777600000000	U
1466	757777606060771	LAM11_ZWE
822	757777607760771	LAM9
1584	757777630760771	T1
1514	757777637760771	U
1430	757777700003371	U
1771	757777744020771	H1
889	757777757413771	EAI6_BGD1
1370	757777757760771	T5
400	757777774020731	H1
382	757777774020771	H1
1928	757777776000771	U
364	757777776760771	T1
433	757777777320771	H3
806	757777777413731	EAI1_SOM
1923	757777777700771	U
1631	757777777760571	T1
833	757777777760700	T1
153	757777777760731	T2
154	757777777760771	T1
29	760001400000171	LAM)
847	760001743760771	LAM10_CAM
1248	760003777760771	T1
1824	760377777760701	T1
1766	760777607760771	LAM9
488	760777774020771	H1
434	760777777740371	U
846	760777777760731	T2
845	761767743760731	LAM10_CAM
844	761777743760731	LAM10_CAM
915	761777777720731	H3
1622	761777777760731	T2
945	763743777413771	EAI5
1610	763777607560771	LAM6
435	763777607760771	LAM9
248	763777774413771	EAI4_VNM
1180	763777777413700	EAI5
792	763777777413771	EAI5
713	763777777760771	T1
1931	767000007720731	H3
1716	767737675560771	T3
489	767776777760601	X2
490	767776777760771	X1
1371	767777606760771	LAM8
80	767777744020771	H1
1743	767777777720631	H3
207	767777777720771	H3
1578	767777777760731	T2
1122	767777777760771	T1
144	770000003760771	T1
1785	770000004760771	T1
918	770000607760771	T1_RUS2-LAM9
1103	770000757760771	T1_RUS2
877	770000770000000	U
1123	770000777740171	T5-RUS2
1173	770000777760731	T1_RUS2
280	770000777760771	T1_RUS2
320	770003606377071	AFRI
1124	770003777720771	H3
145	770007000003071	AFRI
